SNO,TWEET_TEXT,label_ps
152672,I got my own gas pump ??,0
152697,i mean its y'all lives too if ur household don't got $100 for gas to slide its natural selection boo,0
152860,Aaaaanndd there's no regular gas in downtown Tampa. ?? https://t.co/heGMYK1SEL,1
153272,Gov. Scott: Take only the fuel you need.  The 'gas buddy' app is a great resource to find stations with fuel. https://t.co/NNW5Q6bZeB,1
153301,@FLGovScott has directed state law enforcement to escort fuel trucks to gas stations to re-supply them faster #Irma,1
153539,"All gas stations still out but found """"""""ethanol-free"""""""" for $3.69/gallon. Because Fuck-You Capitalism &gt; life. 
Will spend at least $500 on evac.",1
153596,"Loving @waze' message about #HurricaneIrma and reporting whether there is gas or not, and where.",1
153681,If anybody in fla asks for gas for the next week actually means real gas not the shit you smoke.,1
153692,Fuck... I just need gas to get back and forth to work ... People are incredibly crazy in Florida right now,1
153699,"not really a vengeful person ,but to whoever drilled a whole in my gas tank to steal all my gas last night I hope Irma destroys u whole??????",0
153881,Gasoline: The Shell Station has fuel. Mobil does not have gasoline at this time. #keybiscayne ??,1
154022,if they giving miami free gas u KNOW this hurrricane serious,1
154038,I need gas but this lines to damn long,1
154060,Gas Buddy app will tell you which stations have gas.,1
154070,"HELP..Glorida is running out of bottled water..gas..plywood..ect..and Fema is out of money....
Hurricain Irma One day from Miami...",1
154345,"On our third attempt to get gas I put my card in and start fueling .. get to 10 cents (that's right, 10 cents) and it runs out of gas",1
154411,Went to get gas and this note is on the pumps in Springhill Wal-Mart #hurricaneirma2017 https://t.co/1jHMvVcGz5,0
154531,I need more gas,0
154751,Florida running out of  gas bottled water food supplies plywood.Hurricain Irma..just a day away from Miami..Thanks a lot Oh great leaders..,1
154881,#Irma #GovScott - Estamos asegurando que haya combustible disponible en las gasolineras en la Florida.,0
154999,#HurricaneIrma #crazy. This is line/map to get sandbags follow San remo. And gas forget it https://t.co/KffdXoaygM,1
155035,Coral way and 89 ave has gas #HurricaneIrma #Irma,1
155145,"Y'all choose car appearance over the gas mileage , bitch I want a car that take $20 to fill up for NOW ????",0
155268,"wishing everyone a full tank of gas, safe travels and faith during this hurricane",0
155298,#Irma #GovScott Si tiene que evacuar su vivienda y no tiene transporte o gasolina llame al 1-800-955-5504,0
155428,The hair appt was cancelled lol. It would have taken too much of our gas roundtrip.,0
155434,Does anyone know where I can get gas!!!,1
155523,"So scary in Florida right now, no gas, no water &amp; being locked in the hotel for 4 days, flights cancelled &amp; no way of getting home?? #Irma",1
155568,Anyone still in Miami!!! If you have enough gas to take back roads through the Everglades do it! They have gas #HurricaneIrma #IrmaHelp,1
155573,Is there any gas stations left that have gas,1
155735,These gas prices got me gassed up,1
155907,2 gas stations have told me no gas till tomorrow like what!!!!,1
155927,"@arielaaaaah She probably wasn't, regular gas goes first because it's the cheapest and it goes up from there.",0
156010,@arielaaaaah I had multiple gas stations yesterday tell me they only had premium gas or none at all. You're lucky it was only 3.06.....,1
156146,This no gas thing has me freakin out,1
156186,"@realDonaldTrump @mike_pence @FLGovScott @marcorubio is this 'fake News?' $2000 for a delta flight out of FL, and gas price gouging ?",1
156190,"Some gas stations along US 41 in South #Sarasota County &amp; #Venice have #gas, including Racetrack &amp; @Wawa. #Irma @heraldtribune",1
156191,"Ok #Miamians, there is gas at approx 5 stations in the central miami-dade area. *Nw 7th Ave between 103rd and 67th streets",1
156242,It's so serious out here in FL ???? we ain't got no more gas b ????,1
156261,Thought I did good getting gas in Gainesville then my parents said I had to drive home so now I have to wait in these ridiculous lines here,1
156277,Went to two #gas stations... All dried up ??,1
156286,@GetEmDot supply &amp; demand?! That's heartless and going to hell! Selling water for $30 only selling premium gas when there's regular ??????,1
156307,"If #HurricaneIrma doesn't hit us, we're just gonna have a bunch of clean, hydrated Floridians with a lot of gas",1
156345,Wish I had the option to buy gas right now,0
156359,&amp; the gas stations with gas are getting sucked dry as we speak ??,1
156538,Waiting since 4:45a for gas truck. Guy told me he's gonna chance it looking for gas. Would come back &amp; tell me. He did. Thk u. Pay it back.,1
156751,It's literally crazy that no stores have water bottles &amp; gas stations have no gas.,1
156833,"hey party people, is there gas anywhere near Ocala??? #hurricaneirma",1
156865,??GET YOUR BLESSINGS TAMPA!!! Gas alert!! ??????Get off your ass and get that gas. No line no wait. #HurricaneIrma https://t.co/iRjAcQ7AzN,0
156922,"Also after Wilma, gas stations by law now have to have generators in case of natural distarters we'll have gas 3 days after storm tops",0
157017,I'm at a gas station waiting for them to re up and it's hot and I wanna be high,1
157206,Finally got gas ??,1
157216,#PrayersForFlorida #hurricaneirma2017 #findgas #findwater #prayingforthebest  link to find gas in your areaã https://t.co/zn9OsDGvvn,1
157503,Entonces no hay gasolina... ??,0
157768,Estan evacuando turistas. El aeroppuerto estara abierto hasta el viernes x la tarde. Falta gasolina y agua. Rutas congestionadas #irma,0
157852,I'm about to yolo this hurricane with half a tank of gas #Yolo #IrmaHurricane,0
157881,If it you put gas and oil in it you own them. https://t.co/ictwHG1Bqr,0
157886,"100%, and gas is high asf too, anyone trying to kayak north/west with me?!? ????????? https://t.co/IC9EE8azaV",0
157964,If you add oil and gas to them then you officially own it. https://t.co/ictwHG1Bqr,0
158189,Just drove by six gas stations and no gas. @FLGovScott ?? #Irma,1
158220,"Gas stations in #Florida are having trouble keeping up w/ demand, but most have gas. #Jacksonville #HurricaineIrma https://t.co/SFJsojt6IV",0
158330,Why is Jaebum gassing Jackson like this lmao https://t.co/8NZ7LMJc3o,0
158373,@FLGovScott Mean while in Miami gas stations https://t.co/U7YHSmsHx4,0
158387,Here is the line for people looking to get gas in #Miami this morning. #hurricaneirma2017 https://t.co/ACycQNR1L1,1
158482,I'm hungover and spilled gas on myself and then threw up on myself from the smell of the gas,0
158584,You know it's bad when cops have to monitor the gas stations. Shit,1
158660,Them 1.29 gas @AyshaKemp ?????? https://t.co/eTmrDqOIkx,0
158943,S/o to my boss for giving me the gas in his boat to fill up my car ??,0
159015,"Goal is to find gas, pack up valuables and hit turnpike by noon.....if that's the case Lord bless me",1
159049,If you're evacuating #Irma get gas whenever you can. Stations along I-95 far into Georgia running low.,1
159123,"Hour 3:30 still in line for gas, send help, I'm really thirsty ??#hurricaneirma2017",1
159389,Sunoco @ NW 54 and Miami Ave has long lines but new gas just delivered by tanker. @WPLGLocal10 @nbc6 @wsvn @MarcACaputo,1
159401,Ok but is there still gas anywhere cause I only have 1/2 a tank,1
159527,Damn i was making the line for gas and they just ran out,1
159555,Easy gas fill up &amp; breakfast in Melbourne! Don't pass that area w/o stopping - farther... https://t.co/laOQuHQQdA https://t.co/cQhC5uwprM,0
159574,Is there anyway we can get more gas on 163rd st #northmiamibeach ? @CityNMB,1
159584,News is reporting that the interstate is a parking lot and people are out of gas and out of food.,1
159621,"PSA!!! nobody go past the gas stations on the corner of A1A and Granada for lunch, traffic is backed up for sandbags and propane!!!",0
159636,Literally on lockdown because we can't waste any gas ????????,0
159697,"@GodlessNZ @WashingtonDCTea Understood, hoping there is gasoline for those in need",0
159742,Better gas up the pacer https://t.co/zk4yQ1aKpz,0
159753,Cops posted at the gas stations down here in Jacksonville #DUVAL #hurricaneirma2017 #ChebukatiMemoToChiloba #ItJustMeansMore,1
159871,Update: there's gas now. Gas tankers came through this morning. But hurry cause the lines were long. https://t.co/tpkRrO9tbr,0
160143,what gas stations got gas ??,1
160269,How can we drive without gas ?? ???????? https://t.co/VYd7qFBxST,1
160519,nao tem agua n tem comida nao tem nem gasolina nao tem nada eu vo morrer eu vo mORRER,0
160534,"Getting a little crazy here in even North Central Florida. Did a little recon cruz, Gas lines, Grocery stores packed etc. Got gas for genny.",1
160633,Shell at SR 436 and Bear Lake Rd has gas.,1
160663,Got lucky and got gas for my company truck... Still need gas for my personal vehicle,1
160700,Damn these gas stations haven't seen so much traffic before. I know who's winning,1
160775,"Oh, #Florida! Man whips out gun in gas station dispute during #HurricaneIrma preparations https://t.co/qPqa790OnT via @timelfrinkmia",1
160862,I was finally able to get gas!!!!,1
160906,Gas prices in Florida are litttttt... if you can find a station with any gas,1
161210,These gas station lines are no joke ??,1
161487,"La MUD debe tener muchos gastos con sus giras internacionales y hoteles de lujo, peor eso no es nada para su financista, el PSUV.",0
161490,@mcsonews But that gas station is closed... pumps wrapped up and shuttered.,1
161679,Finally got gas!,1
161706,The amount of people at the three gas stations at the exit I'm at is amazing. 30+ cars each ??,1
161754,Tolls in #Tampa are suspended but there's no gas. #IrmaIrony,1
161833,Gallon of gas in Miami - $7.20; talk about price gouging.  Shame on you Miami gas stations. #IrmaHurricane,1
161864,thanks to the the part time philanthropists and humanitarians i know where to find gas on twitter wow,1
161920,I'm just going to start tweeting out locations that I see have water or gas bc I know some of you guys in Tampa are in need,1
161957,"Aiming to have everything done by 6pm tomorrow. All I wanna have to do is get gas and hit the road. 
Don't even wanna look at my laptop!",0
162047,Come and get it! Tanker truck is at Chevron at 6th Ave S/Dixie Lake Worth and station is open again with gas! @CBS12 https://t.co/6Mtq4LXKOw,0
162161,Fleetwing has gas for those in need for Irma. On Combee.,1
162227,"If you need gas, there is still plenty on Key Biscayne. Only a 20 minute wait #gas #hurricaneirma #irma #Irma2017",1
162281,I'm just waiting for people in the hood to start grabbing the hose and start stealing gas. I remember my dad doing it in 04-05 ??,1
162435,The exon on memorial highway has lots of gas I just went in to ask,1
162517,Bih I really just paid 3.50 for gas,1
162571,Where the gas at in the stead ?,1
162595,We've got idiots in #MiamiDade blocking roadways in their cars waiting for gas pumps to clear. Attn. @_FHPtroopers @MiamiDadePD,1
162771,Been looking for gas cans this morning everyone sold out!! Good thing we got 1 it least.,1
162831,Pre-Irma gas lines #ridiculous em Laundromart https://t.co/hOvi1pLNFI,1
162876,Someone just asked me for help at the gas station thinking I was a gas station attendant so that gives you a visual for how I look right now,1
162972,Fuck the gas station them shits 8$,1
162981,Damn what gas station not packed,1
162998,Found gas Along i95 at 11am in Vero Beach. 3 of 4 stations had gas,1
163017,Drove by 2 men pushing and shoving each other over Walmart gas,1
163222,"Good old @Wawa! Plenty of gas here on Dale Mabry &amp; 275, and delicious snacks too. https://t.co/WsT7ESGnea",1
163295,"After searching hours for water, waiting in line for gas, realizing Starbucks is closed, I'm starving!! #hurricaneirma2017 #BrowardCounty",1
163340,Im fucked. Im either gon stay stranded with no gas or i get gas..,1
163461,I'm putting bbq sauce in my gas cans instead. https://t.co/webLq3Oo1N,0
163555,The Disney Speedway gas stations have gas if you're looking for it https://t.co/Gv9nxDd5Wc,1
163676,Please explain why people are so eager to put gas in their car before the hurricane if you're not evacuating ??where tf you going,1
163710,Shout out to BJ's gas https://t.co/Xkpb1wRruC,0
163717,"@Tm2017Trump We've been going thru hell looking for water, gas and bread. People usually wait till the last minute.. not this time",1
163739,Y'all really muttin the gas for it to just sit in your tank for no reason,1
163766,"There is gas available on the Turnpike. (@ Fort Drum Service Plaza in North Okeechobee, FL) https://t.co/BnZMekYEF4",1
163887,These gas lines are ridiculous ??,1
163937,My assss I'm gonna make a line for gas lol,1
164027,"No food, water, gas or shutters. But I am all stocked up on thoughts and prayers so I should be good.
#HurricaneIrma #HurricanePrep #sarcasm",1
164031,Wonder if they got gas in Tampa,0
164151,I hope they don't ground @Delta flights today. I gotta get out of here ??. Ppl going crazy gas shortage water $40 a case..,1
164177,where can i get gas!?,1
164656,This gas station in Marathon is totally shut down and shuttered up for the storm. @WPLGLocal10 https://t.co/t2kMAbxPpr,1
164680,There is no shortage of water or gas. It's a distribution issue. Please just take what you need for the storm &amp; let others stock up too.,0
164916,"Kudos to the Circle K at Florida Ave &amp; Goblar Dr. near Floral City. Only premium gas, but selling at regular prices.",1
165269,I really wanted to top my gas off one more time but that's not looking so great,1
165384,"Now there's not only a run on gas and water in Jacksonville's beaches, there's gonna be a run on booze. #Irma",1
165724,@Varneyco -judge is right. Let free market work there will be tons of water and gas avail and prices will come down to reflect demand,1
165793,"Also you can call 866-9-NO-SCAM to report price gouging on items like gas, flight tickets, water, etc! Lives are more important than money??",1
165832,Nothing like the @FedEx store in Streator il wanting 1100.00 toovernight six  5 gallon gas cans to hurricane folks in Florida #HuricaneIrma,0
165986,I've been at this gas station for 3 hours and still no gas.....,1
165997,I don't even have enough gas to get home ??,1
166048,Got gas got my baby and heading home!!,0
166448,Adventures of Pete &amp; Peanut. Getting out of Florida is slow going. 1/20 gas stations had fuel (I'm good). N. of Gainesville.,1
166854,What a mission to get gas ??,1
166892,I waste so much gas riding around this parking garage ??,0
167013,I hope this tank of gas get us all the way to Orlando,0
167052,We need gas down here in south Florida,1
167278,"@YoPaulieNJ Thanks, bro. Took me 2 days to find gas. Roadways are completely jammed. Kinda crazy. Hope it doesn't go your way.",1
167310,#Irma no gas problems https://t.co/MsJuYcTaUY,1
167350,Well @GasBuddy you let me down 4 times #Irma #nogas,1
167458,"-Hurricane Haiku-
Hurricane Irma.
No gas, food or water now.
Mother Nature strong.
 
#ThursdayThoughts #Irma #Irma #Haiku #Poetry",1
167467,40 min so far in line for gas ?? #Irma #HurricaneIrma #Miami https://t.co/NyPxG0dLLn,1
167527,#Irma2017 no gas #marathon https://t.co/aE6t7OeWmt,1
167559,Found gas!!! #HurricaneIrma https://t.co/Sink0FZN0D,1
167595,"Dawg, I just paid $40 for gas. I DRIVE A CIVIC. WATCHU MEAN $40?!",1
167965,"As of noon, the @7eleven on clarcona-Ocoee and apopka-Vineland have gas and water jugs.",1
168015,gas by the airport at $4.99 ??,1
168122,"#HurricaneHaiku 
Hurricane Irma.
No gas, food or water now.
Mother Nature strong.
#ThursdayThoughts #Irma #Haiku #Poetry",1
168181,Getting ready for Irma. Stores are all out of water &amp; gas ?????? #IrmaHurricane #Prayers https://t.co/PMV2pzHk5o,1
168358,Police escorts for gas tankers! #HolyCow,1
168425,@THETXEMBASSY @FLGovScott I'm in Ocala can't get gas I notice big county's have gas,1
168583,Gas stations in Kissimmee already out of gas ??,1
168609,Bruh the fact that I can't find no gas at all for my car and my lungs ??,1
168945,"So, Costco has gas, however no water. #WCTVStormStories https://t.co/WtPEC5xyB0",0
169055,Does anyone know If any gas stations in Miami still have gas???,1
169067,"Today I rolled up to one of the only places with gas &amp; this lady gets out of her car &amp; yells """"""""this ain't even gas!!"""""""" 
...what is it, then?",1
169167,I want wings &amp; my car is out of gas and every gas station near me is also out of gas. Do you see my problem?,1
169222,So...got lucky enough to score a generator this morning. There's gas in local stations. I CAN'T FIND A FREAKING GAS CAN IN 20 MILES!!,1
169300,Out of regular gas at Circle K Phillips and Baymeadows. They say shipment coming but don't know when https://t.co/oXeT5djh9p,1
169341,"Just swerved all of the traffic on okeechobee, swerved the gas station. A full tank + 5 five gallon cans under an hour",1
169374,Florida highway patrol troopers assisting with the gas shortage! #HurricaineIrma #HurricanePreps https://t.co/1Q6junwZLK,1
169453,"If they order an evacuation of Tampa, there would be no way to get out. I-75 is already blocked so you'll run out of gas heading north.",0
169516,"If they order an evacuation of Tampa, there would be no way to get out. I-75 is already blocked, you'll run out of gas heading north. #Irma",0
169760,Reminder of the 70s: in a line to get gas. Only premium available.,1
169966,Guys I don't care about my gas I just want wings lol,0
170220,"Just saw a guy at the gas station wearing a shirt that said """"""""ALL DAY, EVERYDAY"""""""" with a picture of Curious George on it",0
170293,@billieTS @YouTube yes...jet blue..but when you add car rental etc.to that X2 it adds up..my car is full of gas https://t.co/A6KZmFfSC1,0
170347,Took me 25 minutes to get gas... ??,1
170400,my gas stove READY. Who boutta be hungry if light go off ???? not meeeee,0
170428,Impressed w/ employees at publix &amp; gas stations are handling stress; polite/kind during this crazy process. @weatherchannel #HurricaneIrma,1
170507,One of our Execs just travelled from #Miami to #Orlando. Took her 10 hrs. 45 min to get gas. Please leave. #FLPrepares #Irma  #Irma2017,1
170532,@hobaird @WDWNT No line right now at Dis Springs @Speedway #gas #HurricaneIrma https://t.co/YNqw9FyvQu,1
170539,"Picking up food, getting gas then I'm going home.",0
170540,I got plenty of gas for #hurricaneIrma https://t.co/j5FrZX3mzK,0
171004,And this is why I got gas a couple days ago.  #gas #hurricaneIrma #waitingã https://t.co/JvKEWrT2O9,1
171159,Got a second house with a garage had to move a few thousand but the saab has a chance to live thru this. Got a nice car at the gas line,0
171215,GAS: in Coconut Grove/Coral Gables: the Weststar on US1 and 37th Ave. has a 10-car deep line; Marathon gas at US1 and LeJeune has a few cars,1
171232,where has gas? willing to wait in line for hours idc,1
172094,Fuck me. My ass is gonna have to be up a 5 o'clock in the goddamn morning to get gas. Ugh.,1
172134,If you're in springs and need gas or water I'm the ?????? right now,0
172400,My cousins in Chicago are calling to see if we've evacuated... but our shutters aren't even closed and I still don't have gas,0
172450,"@Hertz Leaving MIA today, won't fill up; I'll take charges. Leave gas for locals who need it more. Pls don't over charge. #HurracaineIrma",1
172515,Drove to atleast 5 gas stations and no backwoods.....,1
172610,Waited less than 5 minutes for gas at Pompano Beach turnpike rest stop. State troopers &amp; turnpike staff directing everyone. Very orderly.,1
172648,"a u r g h .....??
There is no gasoline anywhere here to be able to fill my tank to get the hell out of here what am I going to do??????",1
172654,"Hey, friends, remember if your car takes 87 octane, you CAN use a higher fuel grade. More costly, but gas stations out of reg may have prem",1
172670,"The gas struggle is real, but @Chevron on 137 &amp; 8th st. is efficient AF #HurricaneIrma https://t.co/5fJcWAfUOY",1
172952,"Except literally everyone is evacuating, the highways are going 15mph, and there is no gas. https://t.co/segrVGvRDW",1
173239,"It feels like the purge is about to happen in Florida. Metal over all the windows, grocery stores are empty, gas is running out. #Irma",1
173350,First stop-no gas. But Missy filled up at RaceTrac on Univ. near Phillips. Relief. #FCNstorm https://t.co/N6kldy8vIb,1
173432,"Watch """"""""Gas stations pumping slow most out of gass"""""""" on YouTube
https://t.co/fmlWEVA3sz
#hurricaneirma17
#HurricaneIrma 
#Irma 
#Gasshortage",1
173464,"At St Augustine for @garrettbastardi   https://t.co/etU4hPaGqk qualifier.  Lot of stations out of gas already,  traffic on I-95 N jammed",1
173918,"Need gas in Broward? Mayor says there are adequate gas supplies at port, but it takes time to transport to gas station. #hurricaneirma @nbc6",1
173948,"@HARRISFAULKNER Because the whole state needs to be re supplied. Water, gas, necessities to live and survive.",1
174049,People in Miami are going crazy for gas..,1
174139,i need propane gas fuck,0
174181,Soo now everybody wanna full tank of gas ??,1
174448,Traffic northbound on 301 is not bad. I just drive thru Starke. Walmart has gas. No lines.,0
174457,@Joooohnn_ @JonTheGardner He'll never admit it. Too many buddies in the oil and gas industry,0
174714,"#outofgas 
#nogas
#HurricaneIrma 
#Irma2017 
#lakeworth 
#Gasshortage 
#GasBuddy 
#huricaneirma2017 
#underpressurepowerwash 
#updates 
#usa",1
174715,"@Avis '90% of the cars are being returned, low on gas. Think of how much money that will cost the company if we don't penalise you for it'",0
175061,"no work tomorrow, ill be making my own sandbags because im not wasting gas waiting in line. my yard is all sand anyways",1
175234,Sunoco at intersection of 1st/SR46 and 17-92 still has gas...no waiting.. #gas #irma @WFTV @Fox35News @news6wkmg @WESH #sanford,1
175368,Best time to get gas: 3:15 in the morning,1
175383,FYI Road trip: I-95 north exit 147 near Vero - gas station west side open with short line!,1
175504,"More than a third of Florida gas stations have run out of fuel, according to @GasBuddy tracker https://t.co/PfdCxTCEYu",1
175572,Ok guess I gotta find gas lmao,1
175829,"If anyone need gas, A gas tanker just arrived @blue heron and congress avenue @WPBF25Traffic @WPBF25News",1
175895,"Spotted a #CajunNavy caravan on I-10, heading into the #HurricaneIrma danger zone, with Jon boats, water and gas, to help. #GodBlessAmerica",1
175981,"If you consider a gas shortage """"""""well prepared,"""""""" then, yeah, sure .@POTUS .@realDonaldTrump .@FLGovScott https://t.co/yu3R2EgHx8",1
176123,"@_Fly95 Lol, who says I wasn't talkin bout """"""""car gas""""""""????",0
176332,@CNN Irma Miami No gas roads packed best thing now is go to a shelter. I'm in N FL No gas no gas cans no water no bread no batteries- crazy,1
176429,"""""""""I got enough propane and gas in the car I could blow up the neighborhood"""""""" -dad #NickHurricanePrep #HurricaneIrma #CampMode",0
176467,2.74 for gas ??????,1
176654,@Kulinpls Lemme get uuuuuuuuuhhhhh... a gas can and a two liter coke.,0
176825,Yesterday my homie that lives in Miami told me that they going to thug it out because they couldn't get gas?! ??,0
176847,$50 dollars for a case of water in WPB at a gas station......I kid you not $50 bucks of water,0
176899,Oakland park blvd/ NE 16th Ave has gas ? (chevron) #plsrt #BrowardCounty #hurricaneirma,1
177201,Gas tankers are receiving police escorts to make gas station deliveries since there is a shortage.,1
177709,@wsvn does the gas prices always goes up? The gas station by my house is almost hitting $3.00 and their morning it was like $2.70,1
177830,"Still hoping hurricane Irma keeps going east, worried.  Finally after 3 days was able to get gas today, people very nervous &amp; panicky.",1
177946,Everyone is here freaking out about the hurricane and gas I pulled up to the gas station and waited 2 mins,0
177973,What gas station actually has gas?? ??,1
178206,"Guys dont worry the world doesn't have to stop it end, I finally found gas. Now all I need is toothpaste &amp; i'm ready to battle Irma bitchass",1
178321,PSA: The Walmart gas station in Zephyrhills has gas.,1
178387,Omg I got to the front of the line for gas and they ran out,1
178574,@Adam_MF_Owens gas station across from ritters baby,0
178817,First day off all week and I wanna go out and do something but I also wanna save my gas and not deal with this traffic ??,0
178826,This gas station has gas!!!! https://t.co/9DrVWpSt2k,1
178902,"I found gas!!! (at @7Eleven in Altamonte Springs, FL) https://t.co/13MtFQVll8",1
179162,"If you're having trouble finding gas stations WITH gas, download the Gas Buddy app!",1
179278,"I just spoke to a family who evacuated  from Miami to Jacksonville. They said gas was very scarce on the trip, but they made it.@FCN2go",1
179451,"Took 8 tries to find gas here in Sarasota. Luckily we can park that car and use the EV for everything, just in case we need to leave.",1
179456,"@LarBeck61 it plainly says anal sex in a titillating way. Children do not need to be reading about this, You stupid yeast infected gash.",0
179721,301 thru Bradford County has gas at the Walmart. No lines as of lunch today. https://t.co/edC14gXdqx,1
179870,Being in line waiting for gas and really having to pee are probably two of the worst things :))))))),1
179942,I need gas ?? ????,1
180057,"@OfficialJoelF 142 St &amp; 57 Ave, Race Track has a line but theres gas.",1
180075,Wish someone would invent  some kind of mechanism to signal to suppliers to supply more gas... #irma2017 https://t.co/iItLOiVtDG,1
180136,@Wawa has #gas https://t.co/0S5ydbzJe5,0
180139,Ace Hardware on Lighthouse Point/A1A still has flashlights and gas cans. #HurricaneIrma #PalmBeachCounty,0
180393,"Why are people stressin about gas, it's not like you'll be able to drive if it's flooded.",1
180516,Finally put gas ??,1
180598,Our governor was just on television talking about how we should leave but we don't have any gas to leave so what do you suggest Rick?,1
180673,"Falta agua, y hay largas colas para cargar gasolina.Todo el mundo esta instalando los shelters en las ventanas. #IrmaHurricane #irmahuracan",0
180754,"This is what we do in the #305, passing out Cuban coffee while waiting 2 gas up #HurricaneIrma #HurricaneWarning https://t.co/p8j3ifVkSt",1
180916,Guys Avalon Park Orlando has gas! #Irma,1
180950,"Update: got my wings, still have no gas https://t.co/kNRUVlPzTt",1
180954,Guys Avalon Park Orlando has gas! #HurricaneIrma,1
180969,I be all gas nigga no brake,0
181004,Gotta hit up all the Hood gas stations and see what's good,0
181224,"Getting gas wo a wait is pretty inevitable @ this point. Wawa on Blue Heron/Garden Rd does have wait, 16 working pumps. Line moving quickly.",1
181343,Car-centric Florida can't even get gasoline to motorists in time of emergency. Sheesh! #hurricaneirma2017  @miasmartrans @FixMetroMDT,1
181506,Filled up gas at Shell on Pines after the 75 only a 10 min wait??,1
181543,If you are in Lakeland and needing gas...here you go! You're welcome ?? https://t.co/hanrUPCLfY,1
181760,@cristi_soc @jillianmary323 y'all see this shit?!? *gasp* https://t.co/vD4Bp8ExUk,0
181824,"@ShowcaseWishes I'm staying in Miami, I'll run of gas if I try to leave and now Georgia is ordering evacuations",0
181915,"this ainn nun , my mama was out here tryna bump bitches for gas yesterday on our way back from the airport https://t.co/SUIZ6LsWwp",0
182066,@Pennie_ @TuckerGeri D got gas - we are putting my car into a covered parking garage,0
182468,Line for gas was over a mile. Thankfully we are topped up. But I'm in line for propane. #irma https://t.co/7wXb3IZxcy,1
182469,has any place in Oviedo not run out of gas cause i'm strugglin on a quarter tank rn,1
182616,Need to run by the gas station after work. Running out of time. Hurricane Irma is on the way over to the crib and I have no sour skittles????,0
182697,@KCAddison68 @ChrisCuomo I got gas this morning also took me about the same time and I think I was on a pretty short line,0
182715,Gas truck at Bridge Rd/US1 gas station. Should have gas ready soon: .@CBS12,1
182734,@BigMouthLeroy just saw a gas delivery At the station Sheridan and dynes,1
182753,Miami-Dade mayor urges businesses to close today. Employees need time to prepare and will help reduce gas usage and traffic.,0
182868,filled up on gas two days ago and my tank already on the way to being empty,0
182988,what gas stations have gas rn????,1
183090,i'll literally run out of gas before i ever wait in one of those long ass lines,1
183102,"all gas stations in south daytona and
port orange will be boarded up snd closed@come sunday morning people!!",1
183232,"Well I'm out of gas and so is the gas station, but they had hot buffalo bugles on sale so I guess it's ok",1
183321,Number of gas lines I got stuck in in Miami today because I thought it was just traffic turning at an intersection = 3. #HurricaneIrma,1
183398,"If you're having trouble finding gas, download GasBuddy. It's shows prices and different gas stations https://t.co/B93uHiqokO",1
183432,Ima run outta gas lookin for gas. Shit,1
183435,MIA: Marathon on NW 26th still has gas and the line is fast,1
183531,@Shell station on 54th and Biscayne still has gas. Also has a great beer selection #Irma,1
183646,If you haven't been to the store yet and need a ride to get supplies hmu and I'll take you while I still have gas,0
183649,"""""""""I thought diesel was a healthier version of gas for your car"""""""" -inti",0
183658,@FhpOrlando Evacuated elderly family yesterday from Miami thank you to all #FHP working the gas stations keeping us safe,0
183663,gas stations by USF have no gas.,1
183763,"An employee at Circle K just told my coworker that once gas runs out tonight, we will not be getting gas until after the hurricane. ??",1
183768,There's barely any gas in all of Florida right now!! #hurricaneirma just finally got some in Ocala! #irma #florida https://t.co/MKQFWzpYiz,1
183794,I just need gas to get to places I need to go and to and from work and yalls asses took it y'all.,1
183890,I just need gas to get to and from work and to go places I need to go and yalls asses freaking out over this hurricane took it all ???????,1
184106,People going crazy for gas but if you're car under water those lines were for nothing,1
184231,And run out of gas on I-75? Really? https://t.co/QliskSzBYV,1
184392,There are ppl on the highway stuck and runnin out of gas,1
184441,???? to all the gas stations here that are price gouging,1
184885,PSA chevron gas station on the corner of 84&amp; Indian trace before the 595 has no line,1
185019,FYI...the Walmart at Philips and Emerson still has gas (as of 2:30 on Thursday).,1
185024,All gas no brakes,0
185184,Two gas stations near my place just ran out of gas.,1
185311,@10NewsWTSP should heed @FLGovScott message about using only the gas u need instead of driving I75 saying traffic is busy @stevesummersNTF,1
185355,Lolol and niggas ga still gas this day up https://t.co/6rs6SY51F5,0
185369,"imagine how strong the gas in your backwood gotta be to fuck up the ozone 
fauni my new favorite rapper",0
185420,GAS UPDATE: I'm told last gas shipment coming into port tomorrow evening in Broward. Another news conference @ three. Standby for info.@nbc6,1
185569,Sunoco at us1 and aurora just got gas. Don't know how long it's gonna last.,1
185578,@SamsClub I just had the worst interaction with your employees to fill up my car with gas I left after filling up in tears not okay!,0
185633,Desde el lunes en muchos locales en Miami no hay gas. Hay largas colas donde llega. #HurricaneIrma https://t.co/R73KitidrC,0
185636,Daughter &amp; her family in process of evacuating from Ft Lauderdale to us in Winter Haven. Praying for safety on those crazy roads &amp; enuf gas!,0
185742,@GasBuddy So all those in red are out of gas? Wow!,1
186109,found gas !!!! FINALLY,1
186500,This travel plaza on Hwy 44 in Wildwood has gas and every pump has drivers lined up waiting. #Irma https://t.co/cduXydkT4o,1
186508,"In general, the media has incited a lot of unnecessary panic about supplies/gas &amp; I feel like @DenisPhillips28 presents as quite reasonable",0
186609,just drove around for about 45 minutes looking for premium gas......guess that mean all the rich ppl gone already ????,1
186715,"For those in need of propane  gas no lines as of now but limited availability shell on Kendall drive can 98 Avenue.  (Ct) Be safe! 
#Toch",0
